Facility,Lat,Long,Archetype
Dummy Facility 1,12.30177,125.128184,Factory
Dummy Facility 2,9.837535,124.057677,Warehouse
Dummy Facility 3,8.757356,117.56398,Factory
Dummy Facility 4,12.912955,121.26193,Mall
Dummy Facility 5,8.303814,126.201083,Power Plant
Dummy Facility 6,15.971699,120.74245,Power Plant
Dummy Facility 7,9.809249,118.665864,Warehouse
Dummy Facility 8,13.879938,122.846187,Factory
Dummy Facility 9,18.147831,120.785939,Power Plant
Dummy Facility 10,7.801026,122.576287,Mall
Cagayan de Oro,8.168282327104725,124.67697140932098,default archetype
Agusan,8.337209633875881,124.80061304655058,default archetype
Cugman,8.368571006640744,124.75107552668307,default archetype
Bigaan,8.400180564988402,124.69321092433884,default archetype
Iponan,8.352811232967282,124.50264582548692,default archetype
Sample Residence,14.27096777116082,121.06895860098932,residential
Sample Residence_Point_1,14.25131689867114,121.05110221866143,residential
Sample Residence_Point_2,14.25221779957204,121.05110221866143,residential
Sample Residence_Point_3,14.25311870047294,121.05110221866143,residential
Sample Residence_Point_4,14.254019601373841,121.05110221866143,residential
Sample Residence_Point_5,14.254920502274741,121.05110221866143,residential
Sample Residence_Point_6,14.255821403175641,121.05110221866143,residential
Sample Residence_Point_7,14.256722304076542,121.05110221866143,residential
Sample Residence_Point_8,14.257623204977442,121.05110221866143,residential
Sample Residence_Point_9,14.258524105878342,121.05110221866143,residential
Sample Residence_Point_10,14.259425006779242,121.05110221866143,residential
Sample Residence_Point_11,14.260325907680143,121.05110221866143,residential
Sample Residence_Point_12,14.261226808581043,121.05110221866143,residential
Sample Residence_Point_13,14.262127709481943,121.05110221866143,residential
Sample Residence_Point_14,14.263028610382843,121.05110221866143,residential
Sample Residence_Point_15,14.263929511283743,121.05110221866143,residential
Sample Residence_Point_16,14.264830412184644,121.05110221866143,residential
Sample Residence_Point_17,14.265731313085544,121.05110221866143,residential
Sample Residence_Point_18,14.266632213986444,121.05110221866143,residential
Sample Residence_Point_19,14.267533114887344,121.05110221866143,residential
Sample Residence_Point_20,14.268434015788245,121.05110221866143,residential
Sample Residence_Point_21,14.269334916689145,121.05110221866143,residential
Sample Residence_Point_22,14.270235817590045,121.05110221866143,residential
Sample Residence_Point_23,14.271136718490945,121.05110221866143,residential
Sample Residence_Point_24,14.272037619391845,121.05110221866143,residential
Sample Residence_Point_25,14.272938520292746,121.05110221866143,residential
Sample Residence_Point_26,14.273839421193646,121.05110221866143,residential
Sample Residence_Point_27,14.274740322094546,121.05110221866143,residential
Sample Residence_Point_28,14.275641222995446,121.05110221866143,residential
Sample Residence_Point_29,14.233298880653136,121.05200311956233,residential
Sample Residence_Point_30,14.234199781554036,121.05200311956233,residential
Sample Residence_Point_31,14.235100682454936,121.05200311956233,residential
Sample Residence_Point_32,14.236001583355836,121.05200311956233,residential
Sample Residence_Point_33,14.236902484256737,121.05200311956233,residential
Sample Residence_Point_34,14.237803385157637,121.05200311956233,residential
Sample Residence_Point_35,14.238704286058537,121.05200311956233,residential
Sample Residence_Point_36,14.239605186959437,121.05200311956233,residential
Sample Residence_Point_37,14.240506087860338,121.05200311956233,residential
Sample Residence_Point_38,14.241406988761238,121.05200311956233,residential
Sample Residence_Point_39,14.242307889662138,121.05200311956233,residential
Sample Residence_Point_40,14.243208790563038,121.05200311956233,residential
Sample Residence_Point_41,14.244109691463938,121.05200311956233,residential
Sample Residence_Point_42,14.245010592364839,121.05200311956233,residential
Sample Residence_Point_43,14.245911493265739,121.05200311956233,residential
Sample Residence_Point_44,14.24681239416664,121.05200311956233,residential
Sample Residence_Point_45,14.24771329506754,121.05200311956233,residential
Sample Residence_Point_46,14.24861419596844,121.05200311956233,residential
Sample Residence_Point_47,14.24951509686934,121.05200311956233,residential
Sample Residence_Point_48,14.25041599777024,121.05200311956233,residential
Sample Residence_Point_49,14.25131689867114,121.05200311956233,residential
Sample Residence_Point_50,14.25221779957204,121.05200311956233,residential
Sample Residence_Point_51,14.25311870047294,121.05200311956233,residential
Sample Residence_Point_52,14.254019601373841,121.05200311956233,residential
Sample Residence_Point_53,14.254920502274741,121.05200311956233,residential
Sample Residence_Point_54,14.255821403175641,121.05200311956233,residential
Sample Residence_Point_55,14.256722304076542,121.05200311956233,residential
