Facility,Lat,Long,Archetype
Sample Residence,14.270044981064682,121.07028267569753,residential
Sample Residence_Point_1,14.265926011909844,121.0514581499,residential
Sample Residence_Point_2,14.266826912810744,121.0514581499,residential
Sample Residence_Point_3,14.267727813711645,121.0514581499,residential
Sample Residence_Point_4,14.268628714612545,121.0514581499,residential
Sample Residence_Point_5,14.269529615513445,121.0514581499,residential
Sample Residence_Point_6,14.270430516414345,121.0514581499,residential
Sample Residence_Point_7,14.271331417315245,121.0514581499,residential
Sample Residence_Point_8,14.272232318216146,121.0514581499,residential
Sample Residence_Point_9,14.273133219117046,121.0514581499,residential
Sample Residence_Point_10,14.274034120017946,121.0514581499,residential
Sample Residence_Point_11,14.274935020918846,121.0514581499,residential
Sample Residence_Point_12,14.256917002900842,121.0523590508009,residential
Sample Residence_Point_13,14.257817903801742,121.0523590508009,residential
Sample Residence_Point_14,14.258718804702642,121.0523590508009,residential
Sample Residence_Point_15,14.259619705603543,121.0523590508009,residential
Sample Residence_Point_16,14.260520606504443,121.0523590508009,residential
Sample Residence_Point_17,14.261421507405343,121.0523590508009,residential
Sample Residence_Point_18,14.262322408306243,121.0523590508009,residential
Sample Residence_Point_19,14.263223309207143,121.0523590508009,residential
Sample Residence_Point_20,14.264124210108044,121.0523590508009,residential
Sample Residence_Point_21,14.265025111008944,121.0523590508009,residential
Sample Residence_Point_22,14.265926011909844,121.0523590508009,residential
Sample Residence_Point_23,14.266826912810744,121.0523590508009,residential
Sample Residence_Point_24,14.267727813711645,121.0523590508009,residential
Sample Residence_Point_25,14.268628714612545,121.0523590508009,residential
Sample Residence_Point_26,14.269529615513445,121.0523590508009,residential
Sample Residence_Point_27,14.270430516414345,121.0523590508009,residential
Sample Residence_Point_28,14.271331417315245,121.0523590508009,residential
Sample Residence_Point_29,14.272232318216146,121.0523590508009,residential
Sample Residence_Point_30,14.273133219117046,121.0523590508009,residential
Sample Residence_Point_31,14.274034120017946,121.0523590508009,residential
Sample Residence_Point_32,14.274935020918846,121.0523590508009,residential
Sample Residence_Point_33,14.275835921819747,121.0523590508009,residential
Sample Residence_Point_34,14.24880889479274,121.0532599517018,residential
Sample Residence_Point_35,14.24970979569364,121.0532599517018,residential
Sample Residence_Point_36,14.25061069659454,121.0532599517018,residential
Sample Residence_Point_37,14.25151159749544,121.0532599517018,residential
Sample Residence_Point_38,14.25241249839634,121.0532599517018,residential
Sample Residence_Point_39,14.253313399297241,121.0532599517018,residential
Sample Residence_Point_40,14.254214300198141,121.0532599517018,residential
Sample Residence_Point_41,14.255115201099041,121.0532599517018,residential
Sample Residence_Point_42,14.256016101999942,121.0532599517018,residential
Sample Residence_Point_43,14.256917002900842,121.0532599517018,residential
Sample Residence_Point_44,14.257817903801742,121.0532599517018,residential
Sample Residence_Point_45,14.258718804702642,121.0532599517018,residential
Sample Residence_Point_46,14.259619705603543,121.0532599517018,residential
Sample Residence_Point_47,14.260520606504443,121.0532599517018,residential
Sample Residence_Point_48,14.261421507405343,121.0532599517018,residential
Sample Residence_Point_49,14.262322408306243,121.0532599517018,residential
Sample Residence_Point_50,14.263223309207143,121.0532599517018,residential
Sample Residence_Point_51,14.264124210108044,121.0532599517018,residential
Sample Residence_Point_52,14.265025111008944,121.0532599517018,residential
Sample Residence_Point_53,14.265926011909844,121.0532599517018,residential
Sample Residence_Point_54,14.266826912810744,121.0532599517018,residential
Sample Residence_Point_55,14.267727813711645,121.0532599517018,residential
Sample Residence_Point_56,14.268628714612545,121.0532599517018,residential
Sample Residence_Point_57,14.269529615513445,121.0532599517018,residential
Sample Residence_Point_58,14.270430516414345,121.0532599517018,residential
Sample Residence_Point_59,14.271331417315245,121.0532599517018,residential
Sample Residence_Point_60,14.272232318216146,121.0532599517018,residential
Sample Residence_Point_61,14.273133219117046,121.0532599517018,residential
Sample Residence_Point_62,14.274034120017946,121.0532599517018,residential
Sample Residence_Point_63,14.274935020918846,121.0532599517018,residential
Sample Residence_Point_64,14.275835921819747,121.0532599517018,residential
Sample Residence_Point_65,14.239799885783738,121.0541608526027,residential
Sample Residence_Point_66,14.240700786684638,121.0541608526027,residential
Sample Residence_Point_67,14.241601687585538,121.0541608526027,residential
Sample Residence_Point_68,14.242502588486438,121.0541608526027,residential
Sample Residence_Point_69,14.243403489387338,121.0541608526027,residential
Sample Residence_Point_70,14.244304390288239,121.0541608526027,residential
Sample Residence_Point_71,14.245205291189139,121.0541608526027,residential
Sample Residence_Point_72,14.24610619209004,121.0541608526027,residential
Sample Residence_Point_73,14.24700709299094,121.0541608526027,residential
Sample Residence_Point_74,14.24790799389184,121.0541608526027,residential
Sample Residence_Point_75,14.24880889479274,121.0541608526027,residential
Sample Residence_Point_76,14.24970979569364,121.0541608526027,residential
Sample Residence_Point_77,14.25061069659454,121.0541608526027,residential
Sample Residence_Point_78,14.25151159749544,121.0541608526027,residential
Sample Residence_Point_79,14.25241249839634,121.0541608526027,residential
Sample Residence_Point_80,14.253313399297241,121.0541608526027,residential
Sample Residence_Point_81,14.254214300198141,121.0541608526027,residential
Sample Residence_Point_82,14.255115201099041,121.0541608526027,residential
Sample Residence_Point_83,14.256016101999942,121.0541608526027,residential
Sample Residence_Point_84,14.256917002900842,121.0541608526027,residential
Sample Residence_Point_85,14.257817903801742,121.0541608526027,residential
Sample Residence_Point_86,14.258718804702642,121.0541608526027,residential
Sample Residence_Point_87,14.259619705603543,121.0541608526027,residential
Sample Residence_Point_88,14.260520606504443,121.0541608526027,residential
Sample Residence_Point_89,14.261421507405343,121.0541608526027,residential
Sample Residence_Point_90,14.262322408306243,121.0541608526027,residential
Sample Residence_Point_91,14.263223309207143,121.0541608526027,residential
Sample Residence_Point_92,14.264124210108044,121.0541608526027,residential
Sample Residence_Point_93,14.265025111008944,121.0541608526027,residential
Sample Residence_Point_94,14.265926011909844,121.0541608526027,residential
Sample Residence_Point_95,14.266826912810744,121.0541608526027,residential
Sample Residence_Point_96,14.267727813711645,121.0541608526027,residential
Sample Residence_Point_97,14.268628714612545,121.0541608526027,residential
Sample Residence_Point_98,14.269529615513445,121.0541608526027,residential
Sample Residence_Point_99,14.270430516414345,121.0541608526027,residential
Sample Residence_Point_100,14.271331417315245,121.0541608526027,residential
Sample Residence_Point_101,14.272232318216146,121.0541608526027,residential
Sample Residence_Point_102,14.273133219117046,121.0541608526027,residential
Sample Residence_Point_103,14.274034120017946,121.0541608526027,residential
Sample Residence_Point_104,14.274935020918846,121.0541608526027,residential
Sample Residence_Point_105,14.275835921819747,121.0541608526027,residential
Sample Residence_Point_106,14.276736822720647,121.0541608526027,residential
Sample Residence_Point_107,14.232592678576536,121.05506175350361,residential
Sample Residence_Point_108,14.233493579477436,121.05506175350361,residential
Sample Residence_Point_109,14.234394480378336,121.05506175350361,residential
Sample Residence_Point_110,14.235295381279236,121.05506175350361,residential
Sample Residence_Point_111,14.236196282180137,121.05506175350361,residential
Sample Residence_Point_112,14.237097183081037,121.05506175350361,residential
Sample Residence_Point_113,14.237998083981937,121.05506175350361,residential
Sample Residence_Point_114,14.238898984882837,121.05506175350361,residential
Sample Residence_Point_115,14.239799885783738,121.05506175350361,residential
Sample Residence_Point_116,14.240700786684638,121.05506175350361,residential
Sample Residence_Point_117,14.241601687585538,121.05506175350361,residential
Sample Residence_Point_118,14.242502588486438,121.05506175350361,residential
Sample Residence_Point_119,14.243403489387338,121.05506175350361,residential
Sample Residence_Point_120,14.244304390288239,121.05506175350361,residential
Sample Residence_Point_121,14.245205291189139,121.05506175350361,residential
Sample Residence_Point_122,14.24610619209004,121.05506175350361,residential
Sample Residence_Point_123,14.24700709299094,121.05506175350361,residential
Sample Residence_Point_124,14.24790799389184,121.05506175350361,residential
Sample Residence_Point_125,14.24880889479274,121.05506175350361,residential
Sample Residence_Point_126,14.24970979569364,121.05506175350361,residential
Sample Residence_Point_127,14.25061069659454,121.05506175350361,residential
Sample Residence_Point_128,14.25151159749544,121.05506175350361,residential
Sample Residence_Point_129,14.25241249839634,121.05506175350361,residential
Sample Residence_Point_130,14.253313399297241,121.05506175350361,residential
Sample Residence_Point_131,14.254214300198141,121.05506175350361,residential
Sample Residence_Point_132,14.255115201099041,121.05506175350361,residential
Sample Residence_Point_133,14.256016101999942,121.05506175350361,residential
Sample Residence_Point_134,14.256917002900842,121.05506175350361,residential
Sample Residence_Point_135,14.257817903801742,121.05506175350361,residential
Sample Residence_Point_136,14.258718804702642,121.05506175350361,residential
Sample Residence_Point_137,14.259619705603543,121.05506175350361,residential
Sample Residence_Point_138,14.260520606504443,121.05506175350361,residential
Sample Residence_Point_139,14.261421507405343,121.05506175350361,residential
Sample Residence_Point_140,14.262322408306243,121.05506175350361,residential
Sample Residence_Point_141,14.263223309207143,121.05506175350361,residential
Sample Residence_Point_142,14.264124210108044,121.05506175350361,residential
Sample Residence_Point_143,14.265025111008944,121.05506175350361,residential
Sample Residence_Point_144,14.265926011909844,121.05506175350361,residential
Sample Residence_Point_145,14.266826912810744,121.05506175350361,residential
Sample Residence_Point_146,14.267727813711645,121.05506175350361,residential
Sample Residence_Point_147,14.268628714612545,121.05506175350361,residential
Sample Residence_Point_148,14.269529615513445,121.05506175350361,residential
Sample Residence_Point_149,14.270430516414345,121.05506175350361,residential
Sample Residence_Point_150,14.271331417315245,121.05506175350361,residential
Sample Residence_Point_151,14.272232318216146,121.05506175350361,residential
Sample Residence_Point_152,14.273133219117046,121.05506175350361,residential
Sample Residence_Point_153,14.274034120017946,121.05506175350361,residential
Sample Residence_Point_154,14.274935020918846,121.05506175350361,residential
Sample Residence_Point_155,14.275835921819747,121.05506175350361,residential
Sample Residence_Point_156,14.276736822720647,121.05506175350361,residential
Sample Residence_Point_157,14.277637723621547,121.05506175350361,residential
Sample Residence_Point_158,14.233493579477436,121.05596265440451,residential
Sample Residence_Point_159,14.234394480378336,121.05596265440451,residential
Sample Residence_Point_160,14.235295381279236,121.05596265440451,residential
Sample Residence_Point_161,14.236196282180137,121.05596265440451,residential
Sample Residence_Point_162,14.237097183081037,121.05596265440451,residential
Sample Residence_Point_163,14.237998083981937,121.05596265440451,residential
Sample Residence_Point_164,14.238898984882837,121.05596265440451,residential
Sample Residence_Point_165,14.239799885783738,121.05596265440451,residential
Sample Residence_Point_166,14.240700786684638,121.05596265440451,residential
Sample Residence_Point_167,14.241601687585538,121.05596265440451,residential
Sample Residence_Point_168,14.242502588486438,121.05596265440451,residential
Sample Residence_Point_169,14.243403489387338,121.05596265440451,residential
Sample Residence_Point_170,14.244304390288239,121.05596265440451,residential
Sample Residence_Point_171,14.245205291189139,121.05596265440451,residential
Sample Residence_Point_172,14.24610619209004,121.05596265440451,residential
Sample Residence_Point_173,14.24700709299094,121.05596265440451,residential
Sample Residence_Point_174,14.24790799389184,121.05596265440451,residential
