Facility,Lat,Long,Archetype
Sample Residence 2,14.270549157580145,121.07067795563113,residential
Sample Residence 2_Point_1,14.242424896305753,121.05960129027405,residential
Sample Residence 2_Point_2,14.251433905314762,121.05960129027405,residential
Sample Residence 2_Point_3,14.260442914323772,121.05960129027405,residential
Sample Residence 2_Point_4,14.269451923332781,121.05960129027405,residential
Sample Residence 2_Point_5,14.27846093234179,121.05960129027405,residential
Sample Residence 2_Point_6,14.251433905314762,121.06861029928305,residential
Sample Residence 2_Point_7,14.260442914323772,121.06861029928305,residential
Sample Residence 2_Point_8,14.269451923332781,121.06861029928305,residential
Sample Residence 2_Point_9,14.27846093234179,121.06861029928305,residential
Sample Residence 2_Point_10,14.2874699413508,121.06861029928305,residential
Sample Residence 2_Point_11,14.260442914323772,121.07761930829206,residential
Sample Residence 2_Point_12,14.269451923332781,121.07761930829206,residential
Sample Residence 2_Point_13,14.27846093234179,121.07761930829206,residential
Sample Residence 2_Point_14,14.2874699413508,121.07761930829206,residential
Sample Residence 2_Point_15,14.269451923332781,121.08662831730106,residential
Sample Residence 2_Point_16,14.27846093234179,121.08662831730106,residential
Sample Residence 2_Point_17,14.2874699413508,121.08662831730106,residential
