Facility,Lat,Long,Archetype
Cagayan De Oro,8.412094390625002,124.61095534254228,City Boundary
Cagayan De Oro_Point_1,8.314880463063066,124.456222409009,City Boundary
Cagayan De Oro_Point_2,8.323889472072075,124.456222409009,City Boundary
Cagayan De Oro_Point_3,8.314880463063066,124.465231418018,City Boundary
Cagayan De Oro_Point_4,8.323889472072075,124.465231418018,City Boundary
Cagayan De Oro_Point_5,8.332898481081084,124.465231418018,City Boundary
Cagayan De Oro_Point_6,8.341907490090094,124.465231418018,City Boundary
Cagayan De Oro_Point_7,8.314880463063066,124.47424042702701,City Boundary
Cagayan De Oro_Point_8,8.323889472072075,124.47424042702701,City Boundary
Cagayan De Oro_Point_9,8.332898481081084,124.47424042702701,City Boundary
Cagayan De Oro_Point_10,8.341907490090094,124.47424042702701,City Boundary
Cagayan De Oro_Point_11,8.305871454054056,124.48324943603602,City Boundary
Cagayan De Oro_Point_12,8.314880463063066,124.48324943603602,City Boundary
Cagayan De Oro_Point_13,8.323889472072075,124.48324943603602,City Boundary
Cagayan De Oro_Point_14,8.332898481081084,124.48324943603602,City Boundary
Cagayan De Oro_Point_15,8.341907490090094,124.48324943603602,City Boundary
Cagayan De Oro_Point_16,8.305871454054056,124.49225844504502,City Boundary
Cagayan De Oro_Point_17,8.314880463063066,124.49225844504502,City Boundary
Cagayan De Oro_Point_18,8.323889472072075,124.49225844504502,City Boundary
Cagayan De Oro_Point_19,8.332898481081084,124.49225844504502,City Boundary
Cagayan De Oro_Point_20,8.341907490090094,124.49225844504502,City Boundary
Cagayan De Oro_Point_21,8.350916499099103,124.49225844504502,City Boundary
Cagayan De Oro_Point_22,8.305871454054056,124.50126745405403,City Boundary
Cagayan De Oro_Point_23,8.314880463063066,124.50126745405403,City Boundary
Cagayan De Oro_Point_24,8.323889472072075,124.50126745405403,City Boundary
Cagayan De Oro_Point_25,8.332898481081084,124.50126745405403,City Boundary
Cagayan De Oro_Point_26,8.341907490090094,124.50126745405403,City Boundary
Cagayan De Oro_Point_27,8.350916499099103,124.50126745405403,City Boundary
Cagayan De Oro_Point_28,8.359925508108113,124.50126745405403,City Boundary
Cagayan De Oro_Point_29,8.368934517117122,124.50126745405403,City Boundary
Cagayan De Oro_Point_30,8.377943526126131,124.50126745405403,City Boundary
Cagayan De Oro_Point_31,8.296862445045047,124.51027646306304,City Boundary
Cagayan De Oro_Point_32,8.305871454054056,124.51027646306304,City Boundary
Cagayan De Oro_Point_33,8.314880463063066,124.51027646306304,City Boundary
Cagayan De Oro_Point_34,8.323889472072075,124.51027646306304,City Boundary
Cagayan De Oro_Point_35,8.332898481081084,124.51027646306304,City Boundary
Cagayan De Oro_Point_36,8.341907490090094,124.51027646306304,City Boundary
Cagayan De Oro_Point_37,8.350916499099103,124.51027646306304,City Boundary
Cagayan De Oro_Point_38,8.359925508108113,124.51027646306304,City Boundary
Cagayan De Oro_Point_39,8.368934517117122,124.51027646306304,City Boundary
Cagayan De Oro_Point_40,8.377943526126131,124.51027646306304,City Boundary
Cagayan De Oro_Point_41,8.38695253513514,124.51027646306304,City Boundary
Cagayan De Oro_Point_42,8.296862445045047,124.51928547207204,City Boundary
Cagayan De Oro_Point_43,8.305871454054056,124.51928547207204,City Boundary
Cagayan De Oro_Point_44,8.314880463063066,124.51928547207204,City Boundary
Cagayan De Oro_Point_45,8.323889472072075,124.51928547207204,City Boundary
Cagayan De Oro_Point_46,8.332898481081084,124.51928547207204,City Boundary
Cagayan De Oro_Point_47,8.341907490090094,124.51928547207204,City Boundary
Cagayan De Oro_Point_48,8.350916499099103,124.51928547207204,City Boundary
Cagayan De Oro_Point_49,8.359925508108113,124.51928547207204,City Boundary
Cagayan De Oro_Point_50,8.368934517117122,124.51928547207204,City Boundary
Cagayan De Oro_Point_51,8.377943526126131,124.51928547207204,City Boundary
Cagayan De Oro_Point_52,8.38695253513514,124.51928547207204,City Boundary
Cagayan De Oro_Point_53,8.39596154414415,124.51928547207204,City Boundary
Cagayan De Oro_Point_54,8.287853436036038,124.52829448108105,City Boundary
Cagayan De Oro_Point_55,8.296862445045047,124.52829448108105,City Boundary
Cagayan De Oro_Point_56,8.305871454054056,124.52829448108105,City Boundary
Cagayan De Oro_Point_57,8.314880463063066,124.52829448108105,City Boundary
Cagayan De Oro_Point_58,8.323889472072075,124.52829448108105,City Boundary
Cagayan De Oro_Point_59,8.332898481081084,124.52829448108105,City Boundary
Cagayan De Oro_Point_60,8.341907490090094,124.52829448108105,City Boundary
Cagayan De Oro_Point_61,8.350916499099103,124.52829448108105,City Boundary
Cagayan De Oro_Point_62,8.359925508108113,124.52829448108105,City Boundary
Cagayan De Oro_Point_63,8.368934517117122,124.52829448108105,City Boundary
Cagayan De Oro_Point_64,8.377943526126131,124.52829448108105,City Boundary
Cagayan De Oro_Point_65,8.38695253513514,124.52829448108105,City Boundary
