Facility,Lat,Long,Archetype
Sample Residence,14.269432930993315,121.06965620142402,residential
Sample Residence_Point_1,14.242003302398363,121.05942399092028,residential
Sample Residence_Point_2,14.251012311407372,121.05942399092028,residential
Sample Residence_Point_3,14.260021320416381,121.05942399092028,residential
Sample Residence_Point_4,14.26903032942539,121.05942399092028,residential
Sample Residence_Point_5,14.2780393384344,121.05942399092028,residential
Sample Residence_Point_6,14.251012311407372,121.06843299992929,residential
Sample Residence_Point_7,14.260021320416381,121.06843299992929,residential
Sample Residence_Point_8,14.26903032942539,121.06843299992929,residential
Sample Residence_Point_9,14.2780393384344,121.06843299992929,residential
Sample Residence_Point_10,14.28704834744341,121.06843299992929,residential
Sample Residence_Point_11,14.260021320416381,121.07744200893829,residential
Sample Residence_Point_12,14.26903032942539,121.07744200893829,residential
Sample Residence_Point_13,14.2780393384344,121.07744200893829,residential
Sample Residence_Point_14,14.28704834744341,121.07744200893829,residential
Sample Residence_Point_15,14.26903032942539,121.0864510179473,residential
Sample Residence_Point_16,14.2780393384344,121.0864510179473,residential
